
0.009997	-0.67	0.18
0.019840	-0.70	0.19
0.029751	-0.73	0.20
0.039830	-0.76	0.21
0.049830	-0.79	0.21
0.059800	-0.82	0.21
0.069786	-0.84	0.21
0.079752	-0.87	0.25
0.089738	-0.90	0.24
0.099697	-0.92	0.23
0.109671	-0.94	0.23
0.119653	-0.97	0.24
0.129570	-1.00	0.25
0.139391	-1.03	0.26
0.149384	-1.06	0.26
0.159371	-1.08	0.26
0.169362	-1.08	0.25
0.179327	-1.10	0.24
0.189303	-1.12	0.22
0.199280	-1.14	0.21
0.209211	-1.17	0.22
0.219206	-1.20	0.23
0.229822	-1.23	0.24
0.239698	-1.25	0.24
0.249640	-1.26	0.24
0.259469	-1.28	0.24
0.269452	-1.31	0.25
0.279408	-1.33	0.25
0.289388	-1.36	0.27
0.299372	-1.38	0.26
0.309357	-1.40	0.26
0.319320	-1.42	0.26
0.329270	-1.43	0.27
0.339039	-1.45	0.28
0.348972	-1.47	0.27
0.358955	-1.49	0.27
0.368921	-1.50	0.27
0.378898	-1.52	0.26
0.388874	-1.53	0.26
0.398832	-1.56	0.27
0.408850	-1.57	0.27
0.418824	-1.58	0.28
0.428734	-1.60	0.28
0.438530	-1.61	0.28
0.448524	-1.62	0.29
0.458814	-1.63	0.29
0.468609	-1.64	0.30
0.478569	-1.65	0.30
0.488541	-1.66	0.30
0.498524	-1.67	0.30
0.508501	-1.68	0.30
0.518472	-1.69	0.31
0.528438	-1.70	0.31
0.538258	-1.71	0.31
0.548188	-1.72	0.31
0.557981	-1.72	0.32
0.567955	-1.72	0.31
0.577921	-1.72	0.31
0.587898	-1.73	0.31
0.597857	-1.73	0.32
0.607840	-1.73	0.32
0.617817	-1.73	0.31
0.627785	-1.73	0.31
0.637594	-1.74	0.30
0.647586	-1.74	0.30
0.657561	-1.74	0.29
0.667514	-1.74	0.29
0.677289	-1.75	0.29
0.687275	-1.74	0.29
0.697244	-1.74	0.29
0.707217	-1.73	0.29
0.716980	-1.73	0.29
0.726943	-1.71	0.28
