6520023 -104.000000 -156.000000 16628.000000 -397.000000 78.000000 4.000000 -2704.000000
6529902 -152.000000 -88.000000 16444.000000 -410.000000 75.000000 -6.000000 -2768.000000
6539869 -80.000000 -136.000000 16528.000000 -399.000000 54.000000 -253.000000 -2720.000000
6549676 -60.000000 -176.000000 16368.000000 -365.000000 19.000000 240.000000 -2736.000000
6559650 -32.000000 -112.000000 16496.000000 -362.000000 -226.000000 -19.000000 -2752.000000
6569639 -76.000000 -192.000000 16348.000000 -355.000000 0.000000 -253.000000 -2736.000000
6579623 -192.000000 -180.000000 16380.000000 -378.000000 46.000000 -27.000000 -2720.000000
6589587 -80.000000 -168.000000 16408.000000 -382.000000 52.000000 -21.000000 -2736.000000
6599555 -116.000000 -168.000000 16256.000000 -370.000000 87.000000 2.000000 -2752.000000
6609538 -80.000000 -104.000000 16392.000000 -359.000000 45.000000 2.000000 -2752.000000
6619492 -180.000000 -168.000000 16584.000000 -383.000000 52.000000 -8.000000 -2736.000000
6629489 -100.000000 -60.000000 16300.000000 -391.000000 55.000000 15.000000 -2752.000000
6639461 -132.000000 -196.000000 16304.000000 -380.000000 35.000000 -1.000000 -2736.000000
6649278 -108.000000 -252.000000 16364.000000 -381.000000 51.000000 6.000000 -2736.000000
6659203 -44.000000 -140.000000 16472.000000 -379.000000 17.000000 4.000000 -2768.000000
6669187 -20.000000 -176.000000 16600.000000 -362.000000 12.000000 250.000000 -2752.000000
6679159 -76.000000 -120.000000 16512.000000 -383.000000 70.000000 -8.000000 -2704.000000
6688987 -80.000000 -68.000000 16416.000000 -392.000000 46.000000 -1.000000 -2720.000000
6698913 -40.000000 -100.000000 16348.000000 -394.000000 77.000000 16.000000 -2736.000000
6708839 -44.000000 -136.000000 16388.000000 -366.000000 81.000000 8.000000 -2768.000000
6718659 -40.000000 -436.000000 16252.000000 -365.000000 14.000000 249.000000 -2768.000000
6728599 -100.000000 -148.000000 16408.000000 -358.000000 23.000000 -256.000000 -2768.000000
6738596 -12.000000 -184.000000 16444.000000 -364.000000 48.000000 -12.000000 -2752.000000
6748456 -88.000000 -60.000000 16420.000000 -407.000000 46.000000 -25.000000 -2784.000000
6758362 -88.000000 -120.000000 16368.000000 -393.000000 76.000000 14.000000 -2752.000000
6768343 -192.000000 -80.000000 16532.000000 -408.000000 59.000000 237.000000 -2768.000000
