time: 4.784893 	 V: 6.6184 	 T: 27.77
time: 4.786485 	 V: 5.9341 	 T: 27.77
time: 4.788083 	 V: 6.6184 	 T: 27.77
time: 4.789679 	 V: 5.9341 	 T: 27.77
time: 4.791299 	 V: 6.6184 	 T: 27.77
time: 4.792865 	 V: 6.6184 	 T: 27.77
time: 4.794434 	 V: 5.9341 	 T: 27.77
time: 4.795981 	 V: 5.9341 	 T: 27.77
time: 4.797654 	 V: 5.9341 	 T: 27.77
time: 4.799218 	 V: 5.1599 	 T: 27.77
time: 4.800786 	 V: 5.1599 	 T: 27.77
time: 4.802403 	 V: 5.1599 	 T: 27.77
time: 4.803998 	 V: 5.1599 	 T: 27.77
time: 4.805592 	 V: 5.1599 	 T: 27.77
time: 4.807189 	 V: 5.1599 	 T: 27.77
time: 4.808784 	 V: 5.1599 	 T: 27.77
time: 4.810380 	 V: 5.1599 	 T: 27.77
time: 4.811989 	 V: 4.2470 	 T: 27.77
time: 4.813543 	 V: 5.1599 	 T: 27.77
time: 4.815107 	 V: 5.1599 	 T: 27.77
time: 4.816685 	 V: 5.9341 	 T: 27.77
time: 4.818247 	 V: 5.1599 	 T: 27.77
time: 4.819915 	 V: 5.1599 	 T: 27.77
time: 4.821508 	 V: 5.9341 	 T: 27.77
time: 4.823107 	 V: 5.1599 	 T: 27.77
time: 4.824701 	 V: 5.9341 	 T: 27.77
time: 4.826298 	 V: 5.1599 	 T: 27.77
time: 4.827896 	 V: 5.1599 	 T: 27.77
time: 4.829485 	 V: 5.9341 	 T: 27.77
time: 4.831076 	 V: 5.9341 	 T: 27.77
time: 4.832696 	 V: 5.1599 	 T: 27.77
time: 4.834290 	 V: 4.2470 	 T: 27.77
time: 4.835885 	 V: 5.1599 	 T: 27.77
time: 4.837476 	 V: 5.1599 	 T: 27.77
time: 4.839074 	 V: 5.1599 	 T: 27.77
time: 4.840667 	 V: 5.1599 	 T: 27.77
time: 4.842386 	 V: 5.9341 	 T: 27.77
time: 4.843975 	 V: 5.9341 	 T: 27.77
time: 4.845567 	 V: 5.9341 	 T: 27.77
time: 4.847164 	 V: 5.9341 	 T: 27.77
time: 4.848759 	 V: 5.1599 	 T: 27.77
time: 4.850363 	 V: 4.2470 	 T: 27.77
time: 4.851981 	 V: 5.9341 	 T: 27.77
time: 4.853571 	 V: 5.9341 	 T: 27.77
time: 4.855166 	 V: 5.1599 	 T: 27.77
time: 4.856761 	 V: 5.9341 	 T: 27.77
time: 4.858367 	 V: 5.9341 	 T: 27.77
time: 4.859959 	 V: 5.1599 	 T: 27.77
time: 4.861579 	 V: 5.1599 	 T: 27.77
time: 4.863174 	 V: 5.1599 	 T: 27.77
time: 4.864846 	 V: 5.9341 	 T: 27.77
time: 4.866398 	 V: 5.1599 	 T: 27.77
time: 4.867966 	 V: 4.2470 	 T: 27.77
time: 4.869523 	 V: 5.1599 	 T: 27.77
time: 4.871081 	 V: 5.9341 	 T: 27.77
time: 4.872695 	 V: 5.1599 	 T: 27.77
time: 4.874295 	 V: 5.1599 	 T: 27.77
time: 4.875887 	 V: 5.1599 	 T: 27.77
time: 4.877485 	 V: 5.9341 	 T: 27.77
time: 4.879074 	 V: 5.9341 	 T: 27.77
time: 4.880673 	 V: 5.1599 	 T: 27.77
time: 4.882289 	 V: 5.9341 	 T: 27.77
time: 4.883894 	 V: 5.9341 	 T: 27.77
time: 4.885490 	 V: 5.9341 	 T: 27.77
time: 4.887193 	 V: 4.2470 	 T: 27.77
time: 4.888782 	 V: 5.9341 	 T: 27.77
time: 4.890381 	 V: 5.1599 	 T: 27.77
time: 4.891993 	 V: 5.1599 	 T: 27.77
time: 4.893590 	 V: 5.9341 	 T: 27.77
time: 4.895183 	 V: 5.1599 	 T: 27.77
time: 4.896774 	 V: 5.1599 	 T: 27.77
time: 4.898366 	 V: 5.1599 	 T: 27.77
time: 4.899965 	 V: 5.1599 	 T: 27.77
time: 4.901579 	 V: 5.1599 	 T: 27.77
time: 4.903171 	 V: 5.1599 	 T: 27.77
time: 4.904765 	 V: 5.1599 	 T: 27.77
time: 4.906399 	 V: 5.1599 	 T: 27.77
time: 4.907987 	 V: 6.6184 	 T: 27.77
time: 4.909703 	 V: 5.1599 	 T: 27.77
time: 4.911318 	 V: 5.9341 	 T: 27.77
time: 4.912914 	 V: 5.1599 	 T: 27.77
time: 4.914509 	 V: 5.1599 	 T: 27.77
time: 4.916106 	 V: 5.9341 	 T: 27.77
time: 4.917709 	 V: 5.1599 	 T: 27.77
time: 4.919311 	 V: 5.1599 	 T: 27.77
time: 4.920901 	 V: 5.9341 	 T: 27.77
time: 4.922520 	 V: 5.9341 	 T: 27.77
time: 4.924112 	 V: 5.1599 	 T: 27.77
time: 4.925711 	 V: 5.1599 	 T: 27.77
time: 4.927300 	 V: 5.9341 	 T: 27.77
time: 4.928894 	 V: 5.9341 	 T: 27.77
time: 4.930490 	 V: 5.1599 	 T: 27.77
time: 4.932272 	 V: 5.1599 	 T: 27.77
time: 4.933863 	 V: 5.1599 	 T: 27.77
time: 4.935460 	 V: 5.1599 	 T: 27.77
time: 4.937056 	 V: 5.1599 	 T: 27.77
time: 4.938655 	 V: 5.1599 	 T: 27.77
time: 4.940248 	 V: 3.0737 	 T: 27.77
time: 4.941863 	 V: 5.9341 	 T: 27.77
time: 4.943461 	 V: 5.9341 	 T: 27.77
time: 4.945056 	 V: 5.9341 	 T: 27.77
time: 4.946647 	 V: 5.1599 	 T: 27.77
time: 4.948246 	 V: 5.1599 	 T: 27.77
time: 4.949837 	 V: 5.9341 	 T: 27.77
time: 4.951465 	 V: 5.1599 	 T: 27.77
time: 4.953051 	 V: 4.2470 	 T: 27.77
time: 4.954755 	 V: 5.9341 	 T: 27.77
time: 4.956348 	 V: 5.1599 	 T: 27.77
time: 4.957944 	 V: 5.9341 	 T: 27.77
time: 4.959550 	 V: 5.9341 	 T: 27.77
time: 4.961149 	 V: 5.9341 	 T: 27.77
time: 4.962743 	 V: 5.1599 	 T: 27.77
time: 4.964326 	 V: 4.2470 	 T: 27.77
time: 4.965889 	 V: 5.1599 	 T: 27.77
time: 4.967459 	 V: 5.1599 	 T: 27.77
time: 4.969018 	 V: 5.1599 	 T: 27.77
time: 4.970586 	 V: 5.1599 	 T: 27.77
time: 4.972247 	 V: 5.9341 	 T: 27.77
time: 4.973844 	 V: 5.9341 	 T: 27.77
time: 4.975433 	 V: 5.9341 	 T: 27.77
time: 4.977135 	 V: 5.9341 	 T: 27.77
time: 4.978720 	 V: 5.1599 	 T: 27.77
time: 4.980319 	 V: 5.1599 	 T: 27.77
time: 4.981935 	 V: 4.2470 	 T: 27.77
time: 4.983536 	 V: 5.1599 	 T: 27.77
time: 4.985140 	 V: 5.9341 	 T: 27.77
time: 4.986740 	 V: 6.6184 	 T: 27.77
time: 4.988333 	 V: 5.9341 	 T: 27.77
time: 4.989929 	 V: 6.6184 	 T: 27.77
time: 4.991545 	 V: 5.9341 	 T: 27.77
time: 4.993136 	 V: 6.6184 	 T: 27.77
time: 4.994728 	 V: 6.6184 	 T: 27.77
time: 4.996337 	 V: 6.6184 	 T: 27.77
time: 4.997929 	 V: 5.9341 	 T: 27.77
time: 4.999632 	 V: 6.6184 	 T: 27.77
time: 5.001296 	 V: 5.9341 	 T: 27.77
time: 5.002865 	 V: 5.9341 	 T: 27.77
time: 5.004425 	 V: 5.9341 	 T: 27.77
time: 5.005994 	 V: 5.9341 	 T: 27.77
time: 5.007553 	 V: 6.6184 	 T: 27.77
time: 5.009114 	 V: 5.9341 	 T: 27.77
time: 5.010678 	 V: 5.9341 	 T: 27.77
time: 5.012280 	 V: 7.2382 	 T: 27.77
time: 5.013877 	 V: 6.6184 	 T: 27.77
time: 5.015473 	 V: 6.6184 	 T: 27.77
time: 5.017074 	 V: 5.9341 	 T: 27.77
time: 5.018670 	 V: 6.6184 	 T: 27.77
time: 5.020263 	 V: 7.2382 	 T: 27.77
time: 5.021988 	 V: 5.9341 	 T: 27.77
time: 5.023586 	 V: 5.9341 	 T: 27.77
time: 5.025184 	 V: 6.6184 	 T: 27.77
time: 5.026779 	 V: 6.6184 	 T: 27.77
time: 5.028375 	 V: 5.9341 	 T: 27.77
time: 5.029968 	 V: 5.9341 	 T: 27.77
time: 5.031583 	 V: 5.9341 	 T: 27.77
time: 5.033174 	 V: 6.6184 	 T: 27.77
time: 5.034767 	 V: 5.9341 	 T: 27.77
time: 5.036359 	 V: 6.6184 	 T: 27.77
time: 5.037956 	 V: 5.9341 	 T: 27.77
time: 5.039552 	 V: 7.2382 	 T: 27.77
time: 5.041145 	 V: 5.9341 	 T: 27.77
time: 5.042750 	 V: 6.6184 	 T: 27.77
time: 5.044451 	 V: 6.6184 	 T: 27.77
time: 5.046036 	 V: 5.9341 	 T: 27.77
time: 5.047637 	 V: 6.6184 	 T: 27.77
time: 5.049230 	 V: 6.6184 	 T: 27.77
time: 5.050839 	 V: 5.9341 	 T: 27.77
time: 5.052450 	 V: 6.6184 	 T: 27.77
time: 5.054046 	 V: 5.9341 	 T: 27.77
time: 5.055643 	 V: 7.2382 	 T: 27.77
time: 5.057241 	 V: 5.1599 	 T: 27.77
time: 5.058839 	 V: 6.6184 	 T: 27.77
time: 5.060441 	 V: 5.9341 	 T: 27.77
time: 5.062026 	 V: 5.9341 	 T: 27.77
time: 5.063594 	 V: 7.2382 	 T: 27.77
time: 5.065152 	 V: 6.6184 	 T: 27.77
time: 5.066823 	 V: 6.6184 	 T: 27.77
time: 5.068376 	 V: 6.6184 	 T: 27.77
time: 5.069942 	 V: 6.6184 	 T: 27.77
time: 5.071537 	 V: 5.9341 	 T: 27.77
time: 5.073140 	 V: 5.9341 	 T: 27.77
time: 5.074731 	 V: 6.6184 	 T: 27.77
time: 5.076331 	 V: 5.9341 	 T: 27.77
time: 5.077921 	 V: 6.6184 	 T: 27.77
time: 5.079514 	 V: 5.9341 	 T: 27.77
time: 5.081109 	 V: 6.6184 	 T: 27.77
time: 5.082713 	 V: 6.6184 	 T: 27.77
time: 5.084317 	 V: 5.9341 	 T: 27.77
time: 5.085912 	 V: 5.9341 	 T: 27.77
time: 5.087508 	 V: 5.1599 	 T: 27.77
time: 5.089211 	 V: 5.1599 	 T: 27.77
time: 5.090802 	 V: 5.1599 	 T: 27.77
time: 5.092417 	 V: 5.1599 	 T: 27.77
time: 5.094009 	 V: 4.2470 	 T: 27.77
time: 5.095603 	 V: 5.9341 	 T: 27.77
time: 5.097198 	 V: 5.9341 	 T: 27.77
time: 5.098796 	 V: 5.1599 	 T: 27.77
time: 5.100389 	 V: 5.9341 	 T: 27.77
time: 5.102006 	 V: 5.9341 	 T: 27.77
time: 5.103599 	 V: 5.1599 	 T: 27.77
time: 5.105195 	 V: 4.2470 	 T: 27.77
time: 5.106787 	 V: 5.1599 	 T: 27.77
time: 5.108387 	 V: 5.1599 	 T: 27.77
time: 5.109983 	 V: 6.6184 	 T: 27.77
time: 5.111692 	 V: 5.1599 	 T: 27.77
time: 5.113283 	 V: 5.9341 	 T: 27.77
time: 5.114878 	 V: 5.1599 	 T: 27.77
time: 5.116476 	 V: 4.2470 	 T: 27.77
time: 5.118082 	 V: 5.9341 	 T: 27.77
time: 5.119671 	 V: 5.1599 	 T: 27.77
time: 5.121292 	 V: 5.9341 	 T: 27.77
time: 5.122885 	 V: 5.1599 	 T: 27.77
time: 5.124482 	 V: 5.1599 	 T: 27.77
time: 5.126076 	 V: 5.1599 	 T: 27.77
time: 5.127675 	 V: 5.9341 	 T: 27.77
time: 5.129260 	 V: 5.1599 	 T: 27.77
time: 5.130860 	 V: 5.1599 	 T: 27.77
time: 5.132469 	 V: 5.9341 	 T: 27.77
time: 5.134171 	 V: 5.1599 	 T: 27.77
time: 5.135761 	 V: 5.9341 	 T: 27.77
time: 5.137359 	 V: 5.1599 	 T: 27.77
time: 5.138951 	 V: 5.1599 	 T: 27.77
time: 5.140550 	 V: 5.9341 	 T: 27.77
time: 5.142158 	 V: 5.1599 	 T: 27.77
time: 5.143759 	 V: 5.1599 	 T: 27.77
time: 5.145347 	 V: 5.9341 	 T: 27.77
time: 5.146941 	 V: 5.1599 	 T: 27.77
time: 5.148534 	 V: 5.1599 	 T: 27.77
time: 5.150129 	 V: 5.1599 	 T: 27.77
time: 5.151751 	 V: 5.9341 	 T: 27.77
time: 5.153335 	 V: 5.9341 	 T: 27.77
time: 5.154931 	 V: 5.1599 	 T: 27.77
time: 5.156630 	 V: 5.1599 	 T: 27.77
time: 5.158221 	 V: 5.9341 	 T: 27.77
time: 5.159825 	 V: 5.1599 	 T: 27.77
time: 5.161441 	 V: 4.2470 	 T: 27.77
time: 5.163053 	 V: 5.1599 	 T: 27.77
time: 5.164633 	 V: 5.1599 	 T: 27.77
time: 5.166198 	 V: 5.1599 	 T: 27.77
time: 5.167758 	 V: 5.9341 	 T: 27.77
time: 5.169328 	 V: 5.1599 	 T: 27.77
time: 5.170889 	 V: 5.1599 	 T: 27.77
time: 5.172508 	 V: 5.9341 	 T: 27.77
time: 5.174097 	 V: 5.1599 	 T: 27.77
time: 5.175698 	 V: 6.6184 	 T: 27.77
time: 5.177292 	 V: 5.9341 	 T: 27.77
time: 5.178985 	 V: 5.9341 	 T: 27.77
time: 5.180579 	 V: 6.6184 	 T: 27.77
time: 5.182193 	 V: 6.6184 	 T: 27.77
time: 5.183782 	 V: 6.6184 	 T: 27.77
time: 5.185384 	 V: 5.9341 	 T: 27.77
time: 5.186972 	 V: 5.9341 	 T: 27.77
time: 5.188570 	 V: 5.9341 	 T: 27.77
time: 5.190164 	 V: 5.9341 	 T: 27.77
time: 5.191783 	 V: 5.9341 	 T: 27.77
time: 5.193371 	 V: 6.6184 	 T: 27.77
time: 5.194968 	 V: 5.9341 	 T: 27.77
time: 5.196559 	 V: 6.6184 	 T: 27.77
time: 5.198160 	 V: 6.6184 	 T: 27.77
time: 5.199752 	 V: 6.6184 	 T: 27.77
time: 5.201471 	 V: 6.6184 	 T: 27.77
time: 5.203067 	 V: 7.2382 	 T: 27.77
time: 5.204666 	 V: 6.6184 	 T: 27.77
time: 5.206259 	 V: 6.6184 	 T: 27.77
time: 5.207856 	 V: 6.6184 	 T: 27.77
time: 5.209450 	 V: 5.1599 	 T: 27.77
time: 5.211048 	 V: 5.9341 	 T: 27.77
time: 5.212641 	 V: 5.9341 	 T: 27.77
time: 5.214210 	 V: 6.6184 	 T: 27.77
time: 5.215774 	 V: 5.1599 	 T: 27.77
time: 5.217331 	 V: 5.9341 	 T: 27.77
time: 5.223777 	 V: 6.6184 	 T: 27.77
time: 5.225372 	 V: 6.6184 	 T: 27.77
time: 5.226971 	 V: 5.9341 	 T: 27.77
time: 5.228560 	 V: 6.6184 	 T: 27.67
time: 5.230457 	 V: 5.9341 	 T: 27.67
time: 5.232121 	 V: 6.6184 	 T: 27.67
time: 5.233688 	 V: 5.9341 	 T: 27.67
time: 5.235251 	 V: 5.1599 	 T: 27.67
time: 5.236819 	 V: 6.6184 	 T: 27.67
time: 5.238371 	 V: 6.6184 	 T: 27.67
time: 5.239935 	 V: 7.2382 	 T: 27.67
time: 5.241517 	 V: 6.6184 	 T: 27.67
time: 5.243245 	 V: 5.9341 	 T: 27.67
time: 5.244834 	 V: 6.6184 	 T: 27.67
time: 5.246428 	 V: 5.9341 	 T: 27.67
time: 5.248021 	 V: 5.9341 	 T: 27.67
time: 5.249631 	 V: 5.9341 	 T: 27.67
time: 5.251300 	 V: 6.6184 	 T: 27.67
time: 5.252898 	 V: 5.1599 	 T: 27.67
time: 5.254490 	 V: 5.9341 	 T: 27.67
time: 5.256090 	 V: 6.6184 	 T: 27.67
time: 5.257686 	 V: 5.9341 	 T: 27.67
time: 5.259283 	 V: 6.6184 	 T: 27.67
time: 5.260890 	 V: 6.6184 	 T: 27.67
time: 5.262505 	 V: 6.6184 	 T: 27.67
time: 5.264106 	 V: 6.6184 	 T: 27.67
time: 5.265776 	 V: 7.2382 	 T: 27.67
time: 5.267331 	 V: 6.6184 	 T: 27.67
time: 5.268889 	 V: 5.9341 	 T: 27.67
time: 5.270455 	 V: 6.6184 	 T: 27.67
time: 5.272053 	 V: 5.9341 	 T: 27.67
time: 5.273649 	 V: 6.6184 	 T: 27.67
time: 5.275247 	 V: 5.9341 	 T: 27.67
time: 5.276841 	 V: 5.9341 	 T: 27.67
time: 5.278435 	 V: 5.1599 	 T: 27.67
time: 5.280026 	 V: 5.1599 	 T: 27.67
time: 5.281653 	 V: 5.1599 	 T: 27.67
time: 5.283234 	 V: 5.1599 	 T: 27.67
time: 5.284831 	 V: 5.9341 	 T: 27.67
time: 5.286427 	 V: 5.1599 	 T: 27.67
time: 5.288126 	 V: 5.1599 	 T: 27.67
time: 5.289717 	 V: 5.9341 	 T: 27.67
time: 5.291336 	 V: 5.1599 	 T: 27.67
time: 5.292923 	 V: 5.1599 	 T: 27.67
time: 5.294520 	 V: 5.9341 	 T: 27.67
time: 5.296112 	 V: 5.1599 	 T: 27.67
time: 5.297706 	 V: 5.9341 	 T: 27.67
time: 5.299301 	 V: 6.6184 	 T: 27.67
time: 5.300900 	 V: 5.9341 	 T: 27.67
time: 5.302507 	 V: 5.9341 	 T: 27.67
time: 5.304104 	 V: 5.1599 	 T: 27.67
time: 5.305704 	 V: 5.1599 	 T: 27.67
time: 5.307304 	 V: 5.1599 	 T: 27.67
time: 5.308893 	 V: 5.9341 	 T: 27.67
time: 5.310894 	 V: 5.1599 	 T: 27.67
time: 5.312493 	 V: 5.1599 	 T: 27.67
time: 5.314062 	 V: 5.1599 	 T: 27.67
time: 5.315624 	 V: 5.9341 	 T: 27.67
time: 5.317200 	 V: 5.1599 	 T: 27.67
time: 5.318763 	 V: 5.9341 	 T: 27.67
time: 5.320330 	 V: 5.1599 	 T: 27.67
time: 5.321916 	 V: 5.1599 	 T: 27.67
time: 5.323516 	 V: 5.1599 	 T: 27.67
time: 5.325109 	 V: 5.1599 	 T: 27.77
time: 5.326705 	 V: 5.9341 	 T: 27.77
time: 5.328298 	 V: 5.1599 	 T: 27.77
time: 5.329894 	 V: 5.9341 	 T: 27.77
time: 5.331508 	 V: 5.1599 	 T: 27.77
time: 5.333215 	 V: 5.1599 	 T: 27.77
time: 5.334802 	 V: 5.1599 	 T: 27.77
time: 5.336404 	 V: 5.1599 	 T: 27.77
time: 5.337996 	 V: 6.6184 	 T: 27.77
time: 5.339589 	 V: 5.9341 	 T: 27.77
time: 5.341243 	 V: 5.9341 	 T: 27.77
time: 5.342788 	 V: 5.9341 	 T: 27.77
time: 5.344377 	 V: 5.9341 	 T: 27.77
time: 5.345970 	 V: 5.9341 	 T: 27.77
time: 5.347564 	 V: 5.1599 	 T: 27.77
time: 5.349171 	 V: 5.1599 	 T: 27.77
time: 5.350762 	 V: 5.9341 	 T: 27.77
time: 5.352374 	 V: 5.9341 	 T: 27.77
time: 5.353967 	 V: 5.9341 	 T: 27.77
time: 5.355666 	 V: 5.1599 	 T: 27.77
time: 5.357260 	 V: 5.9341 	 T: 27.77
time: 5.358854 	 V: 5.9341 	 T: 27.77
time: 5.360455 	 V: 5.9341 	 T: 27.77
time: 5.362137 	 V: 4.2470 	 T: 27.77
time: 5.363732 	 V: 5.1599 	 T: 27.77
time: 5.365315 	 V: 5.9341 	 T: 27.77
time: 5.366884 	 V: 4.2470 	 T: 27.77
time: 5.368446 	 V: 5.1599 	 T: 27.77
time: 5.370002 	 V: 5.1599 	 T: 27.77
time: 5.371601 	 V: 5.9341 	 T: 27.77
time: 5.373193 	 V: 5.1599 	 T: 27.77
time: 5.374788 	 V: 5.1599 	 T: 27.77
time: 5.376382 	 V: 5.1599 	 T: 27.77
time: 5.378087 	 V: 4.2470 	 T: 27.77
time: 5.379689 	 V: 5.1599 	 T: 27.77
time: 5.381307 	 V: 5.9341 	 T: 27.77
time: 5.382911 	 V: 5.1599 	 T: 27.77
time: 5.384507 	 V: 5.1599 	 T: 27.77
time: 5.386104 	 V: 5.1599 	 T: 27.77
time: 5.387702 	 V: 5.9341 	 T: 27.77
time: 5.389294 	 V: 5.9341 	 T: 27.77
time: 5.390895 	 V: 6.6184 	 T: 27.77
time: 5.392506 	 V: 5.1599 	 T: 27.77
time: 5.394102 	 V: 5.9341 	 T: 27.77
time: 5.395689 	 V: 5.9341 	 T: 27.77
time: 5.397291 	 V: 5.1599 	 T: 27.77
time: 5.398882 	 V: 5.1599 	 T: 27.77
time: 5.400580 	 V: 5.1599 	 T: 27.77
time: 5.402188 	 V: 6.6184 	 T: 27.77
time: 5.403786 	 V: 5.9341 	 T: 27.77
time: 5.405381 	 V: 5.1599 	 T: 27.77
time: 5.406977 	 V: 5.9341 	 T: 27.77
time: 5.408569 	 V: 5.1599 	 T: 27.77
time: 5.410168 	 V: 5.1599 	 T: 27.77
time: 5.411782 	 V: 5.9341 	 T: 27.77
time: 5.413367 	 V: 5.9341 	 T: 27.77
time: 5.414959 	 V: 5.1599 	 T: 27.77
time: 5.416561 	 V: 5.1599 	 T: 27.77
time: 5.418150 	 V: 5.1599 	 T: 27.77
time: 5.419748 	 V: 5.1599 	 T: 27.77
time: 5.421362 	 V: 5.9341 	 T: 27.77
time: 5.423028 	 V: 5.1599 	 T: 27.77
time: 5.424586 	 V: 5.9341 	 T: 27.77
time: 5.426151 	 V: 5.1599 	 T: 27.77
time: 5.427708 	 V: 5.9341 	 T: 27.77
time: 5.429264 	 V: 5.9341 	 T: 27.77
time: 5.430831 	 V: 5.1599 	 T: 27.77
time: 5.432450 	 V: 5.1599 	 T: 27.77
time: 5.434046 	 V: 5.9341 	 T: 27.77
time: 5.435647 	 V: 5.9341 	 T: 27.77
time: 5.437241 	 V: 5.1599 	 T: 27.77
time: 5.438840 	 V: 5.1599 	 T: 27.77
time: 5.440434 	 V: 5.1599 	 T: 27.77
time: 5.442037 	 V: 5.9341 	 T: 27.77
time: 5.443630 	 V: 5.1599 	 T: 27.77
time: 5.445327 	 V: 5.1599 	 T: 27.77
time: 5.446921 	 V: 5.9341 	 T: 27.77
time: 5.448515 	 V: 5.1599 	 T: 27.77
time: 5.450115 	 V: 5.9341 	 T: 27.77
time: 5.451737 	 V: 5.9341 	 T: 27.77
time: 5.453336 	 V: 5.1599 	 T: 27.77
time: 5.454936 	 V: 5.1599 	 T: 27.77
time: 5.456530 	 V: 6.6184 	 T: 27.77
time: 5.458129 	 V: 5.9341 	 T: 27.77
time: 5.459721 	 V: 5.1599 	 T: 27.77
time: 5.461354 	 V: 5.1599 	 T: 27.77
time: 5.462942 	 V: 5.1599 	 T: 27.77
time: 5.464539 	 V: 5.1599 	 T: 27.77
time: 5.466097 	 V: 5.1599 	 T: 27.77
time: 5.467766 	 V: 5.1599 	 T: 27.77
time: 5.469327 	 V: 5.9341 	 T: 27.77
time: 5.470890 	 V: 5.1599 	 T: 27.77
time: 5.472506 	 V: 4.2470 	 T: 27.77
time: 5.474098 	 V: 4.2470 	 T: 27.77
time: 5.475691 	 V: 5.9341 	 T: 27.77
time: 5.477294 	 V: 5.1599 	 T: 27.77
time: 5.478880 	 V: 5.1599 	 T: 27.77
time: 5.480479 	 V: 5.9341 	 T: 27.77
time: 5.482147 	 V: 5.9341 	 T: 27.77
time: 5.483755 	 V: 5.1599 	 T: 27.77
time: 5.485349 	 V: 5.9341 	 T: 27.77
time: 5.486944 	 V: 5.9341 	 T: 27.77
time: 5.488540 	 V: 5.9341 	 T: 27.77
time: 5.490241 	 V: 5.1599 	 T: 27.77
time: 5.491854 	 V: 5.9341 	 T: 27.77
time: 5.493445 	 V: 5.9341 	 T: 27.77
time: 5.495040 	 V: 4.2470 	 T: 27.77
time: 5.496633 	 V: 5.9341 	 T: 27.77
time: 5.498230 	 V: 5.1599 	 T: 27.77
time: 5.499826 	 V: 5.1599 	 T: 27.77
time: 5.501443 	 V: 5.1599 	 T: 27.77
time: 5.503039 	 V: 5.1599 	 T: 27.77
time: 5.504631 	 V: 5.1599 	 T: 27.77
time: 5.506230 	 V: 5.9341 	 T: 27.77
time: 5.507823 	 V: 4.2470 	 T: 27.77
time: 5.509418 	 V: 5.1599 	 T: 27.77
time: 5.511012 	 V: 4.2470 	 T: 27.77
time: 5.512723 	 V: 5.1599 	 T: 27.77
time: 5.514317 	 V: 5.1599 	 T: 27.77
time: 5.515913 	 V: 5.1599 	 T: 27.77
time: 5.517516 	 V: 5.9341 	 T: 27.77
time: 5.519112 	 V: 5.9341 	 T: 27.77
time: 5.520706 	 V: 5.1599 	 T: 27.77
time: 5.522322 	 V: 5.1599 	 T: 27.77
time: 5.523914 	 V: 5.9341 	 T: 27.77
time: 5.525509 	 V: 5.1599 	 T: 27.77
time: 5.527100 	 V: 5.1599 	 T: 27.77
time: 5.528696 	 V: 5.9341 	 T: 27.77
time: 5.530287 	 V: 5.9341 	 T: 27.77
time: 5.531902 	 V: 5.9341 	 T: 27.77
time: 5.533497 	 V: 5.1599 	 T: 27.77
time: 5.535198 	 V: 4.2470 	 T: 27.77
time: 5.536819 	 V: 5.1599 	 T: 27.77
time: 5.538413 	 V: 5.1599 	 T: 27.77
time: 5.540006 	 V: 5.9341 	 T: 27.77
time: 5.541628 	 V: 4.2470 	 T: 27.77
time: 5.543223 	 V: 5.9341 	 T: 27.77
time: 5.544818 	 V: 5.1599 	 T: 27.77
time: 5.546407 	 V: 5.1599 	 T: 27.77
time: 5.548008 	 V: 5.1599 	 T: 27.77
time: 5.549597 	 V: 5.1599 	 T: 27.77
time: 5.551267 	 V: 5.1599 	 T: 27.77
time: 5.552768 	 V: 5.1599 	 T: 27.77
time: 5.554333 	 V: 4.2470 	 T: 27.77
time: 5.555896 	 V: 5.9341 	 T: 27.77
time: 5.557577 	 V: 5.1599 	 T: 27.77
time: 5.559137 	 V: 5.1599 	 T: 27.77
time: 5.560703 	 V: 5.1599 	 T: 27.77
time: 5.562376 	 V: 5.9341 	 T: 27.77
time: 5.563938 	 V: 5.1599 	 T: 27.77
time: 5.565506 	 V: 5.1599 	 T: 27.77
time: 5.567072 	 V: 5.9341 	 T: 27.77
time: 5.568633 	 V: 5.9341 	 T: 27.77
time: 5.570198 	 V: 6.6184 	 T: 27.77
time: 5.571790 	 V: 5.9341 	 T: 27.77
time: 5.573389 	 V: 5.1599 	 T: 27.77
time: 5.574979 	 V: 5.9341 	 T: 27.77
time: 5.576577 	 V: 5.9341 	 T: 27.77
time: 5.578169 	 V: 6.6184 	 T: 27.77
time: 5.579869 	 V: 5.9341 	 T: 27.77
time: 5.581482 	 V: 5.9341 	 T: 27.77
time: 5.583074 	 V: 5.9341 	 T: 27.77
time: 5.584678 	 V: 6.6184 	 T: 27.77
time: 5.586275 	 V: 6.6184 	 T: 27.77
time: 5.587868 	 V: 5.9341 	 T: 27.77
time: 5.589467 	 V: 5.9341 	 T: 27.77
time: 5.591057 	 V: 5.1599 	 T: 27.77
time: 5.592677 	 V: 5.9341 	 T: 27.77
time: 5.594272 	 V: 5.9341 	 T: 27.77
time: 5.595860 	 V: 5.9341 	 T: 27.77
time: 5.597456 	 V: 5.9341 	 T: 27.77
time: 5.599054 	 V: 5.9341 	 T: 27.77
time: 5.600647 	 V: 6.6184 	 T: 27.77
time: 5.602357 	 V: 5.9341 	 T: 27.77
time: 5.603944 	 V: 6.6184 	 T: 27.77
time: 5.605544 	 V: 5.9341 	 T: 27.77
time: 5.607141 	 V: 5.1599 	 T: 27.77
time: 5.608738 	 V: 5.9341 	 T: 27.77
time: 5.610332 	 V: 5.9341 	 T: 27.77
time: 5.611943 	 V: 5.1599 	 T: 27.77
time: 5.613525 	 V: 6.6184 	 T: 27.77
time: 5.615120 	 V: 6.6184 	 T: 27.77
time: 5.616716 	 V: 6.6184 	 T: 27.77
time: 5.618321 	 V: 5.9341 	 T: 27.77
