0.000000 278.3281 26.40
0.001469 278.3281 26.40
0.002360 278.3281 26.40
0.003217 278.3281 26.40
0.004073 283.5888 26.40
0.006234 283.5888 26.40
0.007141 278.3281 26.40
0.008020 278.3281 26.40
0.008878 278.3281 26.40
0.009733 283.5888 26.40
0.011427 278.3281 26.40
0.012284 283.5888 26.40
0.013973 278.3281 26.40
0.014826 278.3281 26.40
0.015683 278.3281 26.40
0.017384 278.3281 26.40
0.018227 278.3281 26.40
0.019080 283.5888 26.40
0.020749 278.3281 26.40
0.021592 283.5888 26.40
0.022433 278.3281 26.40
0.024097 278.3281 26.40
0.024939 283.5888 26.40
0.025781 283.5888 26.40
0.027484 278.3281 26.40
0.028340 278.3281 26.40
0.030036 283.5888 26.40
0.030888 278.3281 26.40
0.031741 278.3281 26.40
0.033436 278.3281 26.40
0.034290 278.3281 26.40
0.035146 278.3281 26.40
0.036841 283.5888 26.40
0.037684 278.3281 26.40
0.038524 278.3281 26.40
0.040189 278.3281 26.40
0.041030 283.5888 26.40
0.041871 278.3281 26.40
0.043538 278.3281 26.40
0.044377 278.3281 26.40
0.045218 278.3281 26.40
0.046918 283.5888 26.40
0.047776 283.5888 26.40
0.048629 278.3281 26.40
0.050326 283.5888 26.40
0.051179 278.3281 26.40
0.052034 278.3281 26.40
0.053729 283.5888 26.40
0.054582 283.5888 26.40
0.056295 283.5888 26.40
0.057150 278.3281 26.40
0.058004 283.5888 26.40
0.059698 278.3281 26.40
0.060555 278.3281 26.40
0.062247 283.5888 26.40
0.063103 283.5888 26.40
0.063953 278.3281 26.40
0.065645 278.3281 26.40
0.066513 278.3281 26.40
0.067369 278.3281 26.40
0.069071 273.0678 26.40
0.069929 278.3281 26.40
0.071624 278.3281 26.40
0.072484 278.3281 26.40
0.073334 278.3281 26.40
0.075027 288.8495 26.40
0.075900 283.5888 26.40
0.077593 283.5888 26.40
0.078446 278.3281 26.40
0.079302 283.5888 26.40
0.080990 278.3281 26.40
0.081845 283.5888 26.40
0.082701 283.5888 26.40
0.084393 278.3281 26.40
0.085247 283.5888 26.40
0.086945 278.3281 26.40
0.087789 278.3281 26.40
0.088628 278.3281 26.40
0.090294 278.3281 26.40
0.091137 278.3281 26.40
0.091979 278.3281 26.40
0.093646 283.5888 26.40
0.094486 278.3281 26.40
0.095328 278.3281 26.40
0.096194 278.3281 26.40
0.097900 283.5888 26.40
0.098755 278.3281 26.40
0.100448 278.3281 26.40
0.101306 278.3281 26.40
0.102159 278.3281 26.40
0.103857 283.5888 26.40
0.104713 278.3281 26.40
0.105573 278.3281 26.40
0.107293 278.3281 26.40
0.108151 278.3281 26.40
0.109845 283.5888 26.40
0.110704 278.3281 26.40
0.111556 278.3281 26.40
0.113249 283.5888 26.40
0.114103 278.3281 26.40
0.115797 283.5888 26.40
0.116718 278.3281 26.40
0.118419 283.5888 26.40
0.119272 283.5888 26.40
0.120128 283.5888 26.40
0.121828 283.5888 26.40
0.122688 278.3281 26.40
